Station,Year,Month,Year_Month,Tmax_C,Tmin_C,Frost_Day,Rain_mm
Durham,2009,3,2009_3,11,3,4,21.2
Durham,2009,4,2009_4,13.7,4.3,1,36.8
Durham,2009,5,2009_5,16,6.8,0,38.2
Durham,2009,6,2009_6,17.9,8.9,0,77.8
Durham,2009,7,2009_7,19.7,11.4,0,168.8
Durham,2009,8,2009_8,20.1,12.1,0,37.2
Durham,2010,3,2010_3,9.7,2,10,68.2
Durham,2010,4,2010_4,13.5,4.1,2,12.4
Durham,2010,5,2010_5,15,5.2,3,24
Durham,2010,6,2010_6,19.4,9.5,0,56
Durham,2010,7,2010_7,20.3,12.1,0,62
Durham,2010,8,2010_8,19.1,10.1,0,44.8
Durham,2011,3,2011_3,10.5,2.1,8,24.8
Durham,2011,4,2011_4,16.5,5.9,1,7.2
Durham,2011,5,2011_5,16,7.4,1,40
Durham,2011,6,2011_6,18.6,8.8,0,48.4
Durham,2011,7,2011_7,19.5,9.7,0,65.6
Durham,2011,8,2011_8,18.6,10.6,0,125
Durham,2012,3,2012_3,13.7,3.6,3,15
Durham,2012,4,2012_4,10.8,2.9,4,134.4
Durham,2012,5,2012_5,15.2,5.9,1,66.2
Durham,2012,6,2012_6,16.1,8.7,0,136.6
Durham,2012,7,2012_7,18.3,10.9,0,98
Durham,2012,8,2012_8,19.9,11.3,0,103.4
Durham,2013,3,2013_3,4.9,-0.2,15,59.4
Durham,2013,4,2013_4,10.9,3.3,3,22.8
Durham,2013,5,2013_5,15,5.8,0,100.8
Durham,2013,6,2013_6,18.1,8.9,0,23
Durham,2013,7,2013_7,23.2,12.8,0,52.8
Durham,2013,8,2013_8,20.6,11.9,0,71.2
Durham,2014,3,2014_3,10.9,3.2,6,33
Durham,2014,4,2014_4,13.4,5.7,2,56
Durham,2014,5,2014_5,15.6,7.7,1,78
Durham,2014,6,2014_6,19,10.3,0,47.2
Durham,2014,7,2014_7,21.8,11.5,0,54.4
Durham,2014,8,2014_8,18.6,10.2,0,79.4
Durham,2015,3,2015_3,10,2.2,6,39.8
Durham,2015,4,2015_4,13.7,3.4,2,21
Durham,2015,5,2015_5,14.4,6,1,70.6
Durham,2015,6,2015_6,17.8,8,0,28.4
Durham,2015,7,2015_7,19.1,10.5,0,86.2
Durham,2015,8,2015_8,19.4,11.1,0,81
Durham,2016,3,2016_3,9.7,2.3,5,52.4
Durham,2016,4,2016_4,10.9,2.9,2,83.2
Durham,2016,5,2016_5,15.5,7,0,39
Durham,2016,6,2016_6,17.7,9.4,0,49.8
Durham,2016,7,2016_7,20.2,12.1,0,34.6
Durham,2016,8,2016_8,20.2,12,0,69.8
Durham,2017,3,2017_3,11.7,4.1,3,42.4
Durham,2017,4,2017_4,13.6,4.3,3,29
Durham,2017,5,2017_5,17.3,8,0,19.8
Durham,2017,6,2017_6,19,11.1,0,103.4
Durham,2017,7,2017_7,19.2,11.1,0,71.2
Durham,2017,8,2017_8,19.1,10.9,0,49
Durham,2018,3,2018_3,7.3,0.9,12,76.4
Durham,2018,4,2018_4,12.7,5.1,2,75
Durham,2018,5,2018_5,18.2,7.1,1,25.3
Durham,2018,6,2018_6,19.9,9.6,0,31.2
Durham,2018,7,2018_7,23.4,12.1,0,48.2
Durham,2018,8,2018_8,20.2,12.1,0,49.8
Durham,2019,3,2019_3,11.1,3.8,1,52.8
Durham,2019,4,2019_4,12.9,3.5,4,30.2
Durham,2019,5,2019_5,15.3,6,1,37.2
Durham,2019,6,2019_6,17.5,9.4,0,108.4
Durham,2019,7,2019_7,21.6,12.8,0,70.2
Durham,2019,8,2019_8,20.4,12.5,0,81.2
Durham,2020,3,2020_3,10.5,2.2,7,24.2
Durham,2020,4,2020_4,14.4,4.4,1,3.8
Durham,2020,5,2020_5,17.4,6.9,1,18
Durham,2020,6,2020_6,18.2,10.1,0,82.6
Durham,2020,7,2020_7,19.2,11,0,55.6
Durham,2020,8,2020_8,19.5,12.1,0,110.8
Durham,2021,3,2021_3,11,3.9,4,24
Durham,2021,4,2021_4,12.1,0.7,12,14.4
Durham,2021,5,2021_5,14.3,5,2,81.8
Durham,2021,6,2021_6,19.6,10.1,0,28.8
Durham,2021,7,2021_7,21.5,12.8,0,69
Durham,2021,8,2021_8,19.4,11.5,0,44.8
Durham,2022,3,2022_3,11.9,2.9,5,41.4
Durham,2022,4,2022_4,13.2,4.1,4,26.6
Durham,2022,5,2022_5,16.4,8.3,0,51.2
Durham,2022,6,2022_6,19.5,10.2,0,39.8
Durham,2022,7,2022_7,22.5,13.3,0,49.2
Durham,2022,8,2022_8,22.6,11.9,0,13
Eastbourne,2002,3,2002_3,11.5,6,0,40.6
Eastbourne,2002,4,2002_4,13.6,6.8,0,23.2
Eastbourne,2002,5,2002_5,15.6,10.2,0,77.3
Eastbourne,2002,6,2002_6,17.9,12.5,0,66
Eastbourne,2002,7,2002_7,20.1,14.3,0,106.3
Eastbourne,2002,8,2002_8,21.6,15.1,0,33.7
Eastbourne,2003,3,2003_3,11.3,5.7,0,30.4
Eastbourne,2003,4,2003_4,13.4,6.7,0,27.2
Eastbourne,2003,5,2003_5,15.9,10.2,0,50.2
Eastbourne,2003,6,2003_6,19.8,13.8,0,41.6
Eastbourne,2003,7,2003_7,21.2,15.6,0,59.6
Eastbourne,2003,8,2003_8,22.9,16,0,28.5
Eastbourne,2004,3,2004_3,10.1,4.7,2,28.6
Eastbourne,2004,4,2004_4,13.1,6.8,0,70.4
Eastbourne,2004,5,2004_5,16.1,9.8,0,40.4
Eastbourne,2004,6,2004_6,19.7,13.1,0,26.1
Eastbourne,2004,7,2004_7,19.8,14.3,0,37.2
Eastbourne,2004,8,2004_8,21.4,16,0,89
Eastbourne,2005,3,2005_3,9.7,4.4,4,63.1
Eastbourne,2005,4,2005_4,12.7,6.9,0,49.1
Eastbourne,2005,5,2005_5,16.1,9,0,29.4
Eastbourne,2005,6,2005_6,19.8,13,0,27.3
Eastbourne,2005,7,2005_7,21,15.1,0,63.2
Eastbourne,2005,8,2005_8,21.4,14.2,0,42.8
Eastbourne,2006,3,2006_3,8.4,3.5,4,46
Eastbourne,2006,4,2006_4,12.4,6.8,0,29
Eastbourne,2006,5,2006_5,15.6,10.1,0,64.3
Eastbourne,2006,6,2006_6,19.6,12.8,0,17.4
Eastbourne,2006,7,2006_7,23.9,17,0,24.4
Eastbourne,2006,8,2006_8,20.9,14.8,0,118.2
Eastbourne,2007,3,2007_3,11.7,5.2,1,47.2
Eastbourne,2007,4,2007_4,17.1,8.5,0,1.6
Eastbourne,2007,5,2007_5,16.6,10.6,0,98.5
Eastbourne,2007,6,2007_6,19.5,13.1,0,68.9
Eastbourne,2007,7,2007_7,19.8,13.9,0,98.4
Eastbourne,2007,8,2007_8,20.8,13.8,0,27.6
Eastbourne,2008,3,2008_3,10.5,4.7,1,75.5
Eastbourne,2008,4,2008_4,13.6,6.2,2,47.1
Eastbourne,2008,5,2008_5,18.9,11.3,0,90.4
Eastbourne,2008,6,2008_6,19.4,12.9,0,21.7
Eastbourne,2008,7,2008_7,20.9,14.5,0,40.3
Eastbourne,2008,8,2008_8,20,15.4,0,81.4
Eastbourne,2009,3,2009_3,11.4,4.1,0,36.7
Eastbourne,2009,4,2009_4,14.4,7.9,0,36.5
Eastbourne,2009,5,2009_5,17.1,10.1,0,43.5
Eastbourne,2009,6,2009_6,19.8,12.4,0,37.8
Eastbourne,2009,7,2009_7,20.6,14.8,0,62.1
Eastbourne,2009,8,2009_8,21.9,15,0,22
Eastbourne,2010,3,2010_3,9.8,4.1,3,58
Eastbourne,2010,4,2010_4,13.7,5.8,0,27.1
Eastbourne,2010,5,2010_5,15,7.5,0,24.5
Eastbourne,2010,6,2010_6,20.2,12.5,0,46.4
Eastbourne,2010,7,2010_7,22,15.4,0,23.8
Eastbourne,2010,8,2010_8,20.6,14.2,0,89
Eastbourne,2011,3,2011_3,10.6,3.9,1,22
Eastbourne,2011,4,2011_4,17.3,9.1,0,10.5
Eastbourne,2011,5,2011_5,16.7,10.4,0,10.5
Eastbourne,2011,6,2011_6,19,12.1,0,38.2
Eastbourne,2011,7,2011_7,20.1,13.4,0,45.5
Eastbourne,2011,8,2011_8,20.2,14.9,0,79.2
Eastbourne,2012,3,2012_3,12.6,5.5,0,32.9
Eastbourne,2012,4,2012_4,12.3,5.3,0,85
Eastbourne,2012,5,2012_5,16.8,10,0,37.5
Eastbourne,2012,6,2012_6,17.7,12.3,0,88.8
Eastbourne,2012,7,2012_7,19.8,13.7,0,81.4
Eastbourne,2012,8,2012_8,21.4,15.2,0,44.7
Eastbourne,2013,3,2013_3,6.8,2.5,5,55.8
Eastbourne,2013,4,2013_4,11.3,4.9,2,57.4
Eastbourne,2013,5,2013_5,15.1,7.8,0,54.4
Eastbourne,2013,6,2013_6,18.1,11.7,0,13.8
Eastbourne,2013,7,2013_7,22.5,14.9,0,35.3
Eastbourne,2013,8,2013_8,22,14.9,0,32.9
Eastbourne,2014,3,2014_3,12.5,4.7,0,47.8
Eastbourne,2014,4,2014_4,14.7,7.1,0,44.4
Eastbourne,2014,5,2014_5,15.4,9.8,0,59.6
Eastbourne,2014,6,2014_6,20.2,12.5,0,10.3
Eastbourne,2014,7,2014_7,22.3,15.2,0,63.3
Eastbourne,2014,8,2014_8,20.5,13.7,0,100.3
Eastbourne,2015,3,2015_3,10.8,5.1,0,25.4
Eastbourne,2015,4,2015_4,14.4,6,0,8
Eastbourne,2015,5,2015_5,15.3,9.3,0,71
Eastbourne,2015,6,2015_6,19.6,11.5,0,20.5
Eastbourne,2015,7,2015_7,20.5,14.2,0,62.3
Eastbourne,2015,8,2015_8,21,14.7,0,147.6
Eastbourne,2016,3,2016_3,10.6,3.9,1,45.1
Eastbourne,2016,4,2016_4,12.7,5.8,0,26.1
Eastbourne,2016,5,2016_5,17,10,0,44.2
Eastbourne,2016,6,2016_6,19.1,12.9,0,75.2
Eastbourne,2016,7,2016_7,21.2,14.9,0,5
Eastbourne,2016,8,2016_8,21.9,14.7,0,21.8
Eastbourne,2017,3,2017_3,13,6.6,0,19
Eastbourne,2017,4,2017_4,14.5,5.7,0,8.6
Eastbourne,2017,5,2017_5,17.4,10.2,0,51.4
Eastbourne,2017,6,2017_6,20.6,13.4,0,34.1
Eastbourne,2017,7,2017_7,21.9,15.3,0,77.5
Eastbourne,2017,8,2017_8,21.4,13.5,0,58.7
Eastbourne,2018,3,2018_3,8.4,3.7,4,80.5
Eastbourne,2018,4,2018_4,13.7,8.1,0,68.9
Eastbourne,2018,5,2018_5,18.4,10,0,34.8
Eastbourne,2018,6,2018_6,20.4,13,0,0.2
Eastbourne,2018,7,2018_7,24.8,16.5,0,27.3
Eastbourne,2018,8,2018_8,22.4,14.6,0,87.1
Eastbourne,2019,3,2019_3,12.2,6.7,0,50
Eastbourne,2019,4,2019_4,14.1,6.9,0,15
Eastbourne,2019,5,2019_5,16.4,8.9,0,23
Eastbourne,2019,6,2019_6,18.9,12.9,0,97.4
Eastbourne,2019,7,2019_7,22.2,15,0,63.6
Eastbourne,2019,8,2019_8,22.2,15.4,0,41.4
Eastbourne,2020,3,2020_3,10.3,5.5,0,42.8
Eastbourne,2020,4,2020_4,15.1,7.5,0,22
Eastbourne,2020,5,2020_5,18.2,10.1,0,0.9
Eastbourne,2020,6,2020_6,20.2,13.2,0,27.8
Eastbourne,2020,7,2020_7,21.5,14.2,0,13.8
Eastbourne,2020,8,2020_8,23.2,17,0,39.6
Eastbourne,2021,3,2021_3,10.8,4.7,1,15
Eastbourne,2021,4,2021_4,11,3.4,1,3.7
Eastbourne,2021,5,2021_5,14.3,8,0,71.4
Eastbourne,2021,6,2021_6,19.4,13.7,0,93.4
Eastbourne,2021,7,2021_7,20.9,15.3,0,78.7
Eastbourne,2021,8,2021_8,19.7,14.5,0,41.5
Eastbourne,2022,3,2022_3,11.8,6.6,0,16
Eastbourne,2022,4,2022_4,14.4,6.8,0,19.8
Eastbourne,2022,5,2022_5,17.9,10.8,0,47.6
Eastbourne,2022,6,2022_6,20.2,12.7,0,31.6
Eastbourne,2022,7,2022_7,24.3,16,0,0.2
Eastbourne,2022,8,2022_8,24.3,16.6,0,34.4
Eskdalemuir,2002,3,2002_3,9.2,1.1,11,137.7
Eskdalemuir,2002,4,2002_4,11.5,2.3,11,124.5
Eskdalemuir,2002,5,2002_5,13.3,6,2,172
Eskdalemuir,2002,6,2002_6,15.1,8.6,0,189.8
Eskdalemuir,2002,7,2002_7,16.5,9,0,109.8
Eskdalemuir,2002,8,2002_8,18.8,10.7,0,129.5
Eskdalemuir,2003,3,2003_3,10.4,0.4,14,109.6
Eskdalemuir,2003,4,2003_4,13.2,3.3,6,65.8
Eskdalemuir,2003,5,2003_5,13.3,5.6,2,127.6
Eskdalemuir,2003,6,2003_6,17.6,8.8,0,57
Eskdalemuir,2003,7,2003_7,18.7,11.1,0,167.4
Eskdalemuir,2003,8,2003_8,19.8,10.2,0,33.6
Eskdalemuir,2004,3,2004_3,8,0.6,12,148
Eskdalemuir,2004,4,2004_4,10.8,3.8,3,155.6
Eskdalemuir,2004,5,2004_5,15.6,5.1,3,63.2
Eskdalemuir,2004,6,2004_6,16.7,8.8,0,130.4
Eskdalemuir,2004,7,2004_7,17.3,9.1,0,68.2
Eskdalemuir,2004,8,2004_8,18.8,11.4,0,309
Eskdalemuir,2005,3,2005_3,8.6,2.3,10,96.8
Eskdalemuir,2005,4,2005_4,10.8,2.8,5,123
Eskdalemuir,2005,5,2005_5,12.7,4.4,6,169.6
Eskdalemuir,2005,6,2005_6,16.6,8.7,0,91.6
Eskdalemuir,2005,7,2005_7,18.5,9.6,0,56.4
Eskdalemuir,2005,8,2005_8,17.8,8.7,0,125
Eskdalemuir,2006,3,2006_3,5.3,-1,18,184
Eskdalemuir,2006,4,2006_4,10.4,1.7,9,117.3
Eskdalemuir,2006,5,2006_5,14,4.5,5,113.6
Eskdalemuir,2006,6,2006_6,18.1,8.3,0,65.6
Eskdalemuir,2006,7,2006_7,22.1,11,0,81
Eskdalemuir,2006,8,2006_8,17.7,9.3,0,76.2
Eskdalemuir,2007,3,2007_3,8.7,1.4,10,137
Eskdalemuir,2007,4,2007_4,14.1,3.8,5,40
Eskdalemuir,2007,5,2007_5,13.4,5.2,2,146.7
Eskdalemuir,2007,6,2007_6,16.9,8.8,0,137.6
Eskdalemuir,2007,7,2007_7,17.2,9,0,168.2
Eskdalemuir,2007,8,2007_8,17.4,8.8,0,124.8
Eskdalemuir,2008,3,2008_3,7.3,0.4,11,180.6
Eskdalemuir,2008,4,2008_4,9.7,1.9,12,74.1
Eskdalemuir,2008,5,2008_5,16.4,6.6,2,17.6
Eskdalemuir,2008,6,2008_6,16.3,7.3,0,166.8
Eskdalemuir,2008,7,2008_7,18.7,10.7,0,149.5
Eskdalemuir,2008,8,2008_8,17,11,0,224.6
Eskdalemuir,2009,3,2009_3,8.3,1.1,9,138
Eskdalemuir,2009,4,2009_4,12.6,3.1,6,80.8
Eskdalemuir,2009,5,2009_5,14.2,5.1,0,157.2
Eskdalemuir,2009,6,2009_6,18.1,8.2,0,79.8
Eskdalemuir,2009,7,2009_7,18.4,10.1,0,235.1
Eskdalemuir,2009,8,2009_8,17.5,10.5,0,393
Eskdalemuir,2010,3,2010_3,7.9,-0.6,16,150.2
Eskdalemuir,2010,4,2010_4,11.7,1.6,8,74.6
Eskdalemuir,2010,5,2010_5,13.6,3.4,7,36.6
Eskdalemuir,2010,6,2010_6,18.7,8,0,32.8
Eskdalemuir,2010,7,2010_7,17,10,0,249
Eskdalemuir,2010,8,2010_8,17.5,8.4,0,95.8
Eskdalemuir,2011,3,2011_3,8.2,-0.2,13,124.3
Eskdalemuir,2011,4,2011_4,14.7,4.3,3,101.4
Eskdalemuir,2011,5,2011_5,13.4,5.5,3,224
Eskdalemuir,2011,6,2011_6,15.3,7,0,116
Eskdalemuir,2011,7,2011_7,18.3,7.4,0,134.8
Eskdalemuir,2011,8,2011_8,16.2,8.9,0,150.8
Eskdalemuir,2012,3,2012_3,11.6,2,11,58.2
Eskdalemuir,2012,4,2012_4,9.2,1.1,8,95.2
Eskdalemuir,2012,5,2012_5,14.5,4.3,6,82.2
Eskdalemuir,2012,6,2012_6,14.4,7.3,0,245.6
Eskdalemuir,2012,7,2012_7,16.1,9.1,0,203
Eskdalemuir,2012,8,2012_8,18,9.9,1,202.4
Eskdalemuir,2013,3,2013_3,3.9,-2.3,24,56.1
Eskdalemuir,2013,4,2013_4,8.9,1.1,11,165.4
Eskdalemuir,2013,5,2013_5,13.1,3.9,7,119.4
Eskdalemuir,2013,6,2013_6,16.9,7,0,82.2
Eskdalemuir,2013,7,2013_7,21.4,11.1,0,134.4
Eskdalemuir,2013,8,2013_8,17.8,10.1,0,102
Eskdalemuir,2014,3,2014_3,8.7,1.8,12,187.2
Eskdalemuir,2014,4,2014_4,12,4.3,4,121.4
Eskdalemuir,2014,5,2014_5,13.9,6.2,1,117.2
Eskdalemuir,2014,6,2014_6,17.8,9,0,60.8
Eskdalemuir,2014,7,2014_7,20,9.1,0,101.4
Eskdalemuir,2014,8,2014_8,16.5,8.3,0,138
Eskdalemuir,2015,3,2015_3,7.4,0.4,13,193.6
Eskdalemuir,2015,4,2015_4,11.8,0.2,12,71.2
Eskdalemuir,2015,5,2015_5,11.9,3.9,4,167.6
Eskdalemuir,2015,6,2015_6,15.7,6.9,1,101.8
Eskdalemuir,2015,7,2015_7,16.5,8.5,0,187.7
Eskdalemuir,2015,8,2015_8,17,8.8,0,122
Eskdalemuir,2016,3,2016_3,8.1,0.5,11,110.4
Eskdalemuir,2016,4,2016_4,9.2,0.9,11,102.4
Eskdalemuir,2016,5,2016_5,14.7,5.3,3,82.8
Eskdalemuir,2016,6,2016_6,17.6,8.6,0,94.2
Eskdalemuir,2016,7,2016_7,17.1,9.5,0,154.2
Eskdalemuir,2016,8,2016_8,17.7,9.8,0,118.8
Eskdalemuir,2017,3,2017_3,9.6,1.9,7,243.8
Eskdalemuir,2017,4,2017_4,11.1,2.1,11,31.6
Eskdalemuir,2017,5,2017_5,16,6.2,1,102.8
Eskdalemuir,2017,6,2017_6,16.4,9.3,0,183
Eskdalemuir,2017,7,2017_7,17.1,9.6,0,138
Eskdalemuir,2017,8,2017_8,16.6,9.1,0,178
Eskdalemuir,2018,3,2018_3,5.4,-0.9,17,115.2
Eskdalemuir,2018,4,2018_4,10.1,3.5,3,137.8
Eskdalemuir,2018,5,2018_5,16.3,5.2,2,64.6
Eskdalemuir,2018,6,2018_6,19.7,7.9,0,115.4
Eskdalemuir,2018,7,2018_7,20.7,9.9,0,76.8
Eskdalemuir,2018,8,2018_8,17.1,9.4,0,173.4
Eskdalemuir,2019,3,2019_3,8.4,2.4,6,263
Eskdalemuir,2019,4,2019_4,12.5,2.1,6,54.8
Eskdalemuir,2019,5,2019_5,13.9,3.5,7,78.6
Eskdalemuir,2019,6,2019_6,16.2,7.7,0,111
Eskdalemuir,2019,7,2019_7,19.5,10.9,0,134.8
Eskdalemuir,2019,8,2019_8,18.2,11,0,225.2
Eskdalemuir,2020,3,2020_3,8.1,0.3,10,149.6
Eskdalemuir,2020,4,2020_4,13.3,2,6,20.6
Eskdalemuir,2020,5,2020_5,15.4,4.1,8,61.2
Eskdalemuir,2020,6,2020_6,17.2,8.9,0,209.8
Eskdalemuir,2020,7,2020_7,16.6,9.1,0,187
Eskdalemuir,2020,8,2020_8,17.9,10.3,0,219.2
Eskdalemuir,2021,3,2021_3,9,1.7,10,222.6
Eskdalemuir,2021,4,2021_4,10.8,-1.9,23,18
Eskdalemuir,2021,5,2021_5,12.8,2.3,10,119.8
Eskdalemuir,2021,6,2021_6,17.9,8.6,0,42.8
Eskdalemuir,2021,7,2021_7,21.6,10.9,0,34.8
Eskdalemuir,2021,8,2021_8,18.5,9.6,0,135
Eskdalemuir,2022,3,2022_3,10.5,-0.2,18,81.2
Eskdalemuir,2022,4,2022_4,11.8,2,12,78.2
Eskdalemuir,2022,5,2022_5,14.6,7,0,113
Eskdalemuir,2022,6,2022_6,17.1,8.4,0,83.6
Eskdalemuir,2022,7,2022_7,19.8,10.2,0,114.4
Eskdalemuir,2022,8,2022_8,19.7,9.4,0,104.6
Heathrow,2002,3,2002_3,12.4,5.1,2,37.6
Heathrow,2002,4,2002_4,15.7,6.1,0,38.4
Heathrow,2002,5,2002_5,17.3,9.4,0,66.4
Heathrow,2002,6,2002_6,20.1,11.6,0,74.2
Heathrow,2002,7,2002_7,22.3,13.5,0,67.2
Heathrow,2002,8,2002_8,23.3,14.7,0,36.3
Heathrow,2003,3,2003_3,13.6,4.4,0,16.4
Heathrow,2003,4,2003_4,15.7,6.3,3,30
Heathrow,2003,5,2003_5,18.2,9,0,39.1
Heathrow,2003,6,2003_6,23.3,13.3,0,47.6
Heathrow,2003,7,2003_7,24.2,14.7,0,28.8
Heathrow,2003,8,2003_8,26.4,15.7,0,10.4
Heathrow,2004,3,2004_3,10.8,3.9,3,29.5
Heathrow,2004,4,2004_4,14.9,6.3,0,68.8
Heathrow,2004,5,2004_5,18.2,9.5,0,45
Heathrow,2004,6,2004_6,22.1,12.6,0,40.4
Heathrow,2004,7,2004_7,22.7,13.3,0,37.6
Heathrow,2004,8,2004_8,23.8,15.1,0,107.8
Heathrow,2005,3,2005_3,11.5,4.5,7,43.6
Heathrow,2005,4,2005_4,14.6,6.2,1,30
Heathrow,2005,5,2005_5,17.7,8.5,0,19.8
Heathrow,2005,6,2005_6,22.8,12.9,0,32.6
Heathrow,2005,7,2005_7,23.3,14.1,0,45.8
Heathrow,2005,8,2005_8,23.2,13,0,42.4
Heathrow,2006,3,2006_3,9.4,2.8,10,44.6
Heathrow,2006,4,2006_4,14.1,6,0,33.4
Heathrow,2006,5,2006_5,18,9.8,0,91.6
Heathrow,2006,6,2006_6,23.7,12.9,0,11.8
Heathrow,2006,7,2006_7,28.2,16.7,0,23.6
Heathrow,2006,8,2006_8,22.2,13.5,0,68.8
Heathrow,2007,3,2007_3,12.5,4.4,2,43.8
Heathrow,2007,4,2007_4,18.9,7.7,0,3.6
Heathrow,2007,5,2007_5,17.9,9.7,0,80
Heathrow,2007,6,2007_6,21.2,12.6,0,63.8
Heathrow,2007,7,2007_7,21.4,13.1,0,115.2
Heathrow,2007,8,2007_8,21.5,12.9,0,41
Heathrow,2008,3,2008_3,10.6,3.7,2,69.8
Heathrow,2008,4,2008_4,13.7,5.2,2,63.4
Heathrow,2008,5,2008_5,19.8,10.5,0,64.2
Heathrow,2008,6,2008_6,20.8,11.9,0,45.6
Heathrow,2008,7,2008_7,22.8,13.7,0,76.8
Heathrow,2008,8,2008_8,21.5,14.2,0,64.4
Heathrow,2009,3,2009_3,12.9,3.7,2,30
Heathrow,2009,4,2009_4,16.1,7.2,0,28
Heathrow,2009,5,2009_5,19.1,9.4,0,29.8
Heathrow,2009,6,2009_6,22.4,12.2,0,34
Heathrow,2009,7,2009_7,23,13.7,0,71.4
Heathrow,2009,8,2009_8,23.9,14.1,0,39.6
Heathrow,2010,3,2010_3,11.1,3.7,4,39.8
Heathrow,2010,4,2010_4,15.8,5.6,0,23.2
Heathrow,2010,5,2010_5,17.3,7.7,0,20.6
Heathrow,2010,6,2010_6,23.5,12.1,0,12.4
Heathrow,2010,7,2010_7,25,15.1,0,18
Heathrow,2010,8,2010_8,21.6,13.2,0,88.6
Heathrow,2011,3,2011_3,12.3,3.8,4,14.6
Heathrow,2011,4,2011_4,19.7,8.6,0,2.4
Heathrow,2011,5,2011_5,19.4,9.4,0,24.6
Heathrow,2011,6,2011_6,20.7,11,0,84
Heathrow,2011,7,2011_7,21.7,12.6,0,49.8
Heathrow,2011,8,2011_8,21.8,13.4,0,68.8
Heathrow,2012,3,2012_3,14.7,4.7,0,16.2
Heathrow,2012,4,2012_4,13.3,4.9,1,98.4
Heathrow,2012,5,2012_5,18.2,9.7,0,25.4
Heathrow,2012,6,2012_6,19.4,11.6,0,110.8
Heathrow,2012,7,2012_7,21.3,13.2,0,71.8
Heathrow,2012,8,2012_8,23.5,14.3,0,36.4
Heathrow,2013,3,2013_3,6.9,1.2,11,52.8
Heathrow,2013,4,2013_4,13.5,4.7,3,34
Heathrow,2013,5,2013_5,16.4,7.7,0,41.8
Heathrow,2013,6,2013_6,20.3,11.2,0,11.6
Heathrow,2013,7,2013_7,27,15.2,0,25.2
Heathrow,2013,8,2013_8,24.3,14.3,0,32.6
Heathrow,2014,3,2014_3,14.1,4.4,1,27.8
Heathrow,2014,4,2014_4,16.1,7.5,0,58
Heathrow,2014,5,2014_5,18,9.8,0,84.6
Heathrow,2014,6,2014_6,22.1,12.5,0,40.8
Heathrow,2014,7,2014_7,25.8,15,0,50
Heathrow,2014,8,2014_8,21.7,12.7,0,97.6
Heathrow,2015,3,2015_3,11.6,4.1,1,24
Heathrow,2015,4,2015_4,16.3,6,0,16.2
Heathrow,2015,5,2015_5,17.6,8.8,0,41.6
Heathrow,2015,6,2015_6,22.2,11.4,0,12.2
Heathrow,2015,7,2015_7,23.7,13.8,0,71.8
Heathrow,2015,8,2015_8,22.2,14.1,0,116.8
Heathrow,2016,3,2016_3,10.7,3.2,3,72.8
Heathrow,2016,4,2016_4,13.5,4.9,0,47.2
Heathrow,2016,5,2016_5,19,9.7,0,60.4
Heathrow,2016,6,2016_6,20.7,12.7,0,93.4
Heathrow,2016,7,2016_7,24,14.5,0,16
Heathrow,2016,8,2016_8,24.7,14.6,0,21.6
Heathrow,2017,3,2017_3,14.1,6.6,0,25.8
Heathrow,2017,4,2017_4,15.8,5.9,0,4.6
Heathrow,2017,5,2017_5,19.8,10.4,0,64.8
Heathrow,2017,6,2017_6,24,13.9,0,46.4
Heathrow,2017,7,2017_7,23.8,14.9,0,90
Heathrow,2017,8,2017_8,22,13.5,0,58.6
Heathrow,2018,3,2018_3,9.8,3,6,81.2
Heathrow,2018,4,2018_4,15.5,7.9,0,65.2
Heathrow,2018,5,2018_5,20.8,9.8,0,58.4
Heathrow,2018,6,2018_6,24.2,13.1,0,0.4
Heathrow,2018,7,2018_7,28.3,16.4,0,14.8
Heathrow,2018,8,2018_8,24.5,14.5,0,48.2
Heathrow,2019,3,2019_3,13.1,5.8,0,49.6
Heathrow,2019,4,2019_4,15.8,5.7,1,12.8
Heathrow,2019,5,2019_5,18.6,8.4,0,36
Heathrow,2019,6,2019_6,21.8,11.9,0,81.8
Heathrow,2019,7,2019_7,25.5,14.9,0,50.8
Heathrow,2019,8,2019_8,25.2,14.1,0,33.6
Heathrow,2020,3,2020_3,12,3.9,1,42.8
Heathrow,2020,4,2020_4,18.2,6.5,1,38.2
Heathrow,2020,5,2020_5,21.1,9.1,0,2
Heathrow,2020,6,2020_6,22.5,12.6,0,54
Heathrow,2020,7,2020_7,23.8,13.4,0,35.2
Heathrow,2020,8,2020_8,25.6,15.6,0,58.2
Heathrow,2021,3,2021_3,12.1,4.1,1,24.6
Heathrow,2021,4,2021_4,13.1,2.9,5,7.2
Heathrow,2021,5,2021_5,16.5,7.2,0,84.6
Heathrow,2021,6,2021_6,22.5,13.3,0,88.2
Heathrow,2021,7,2021_7,24.2,14.9,0,61.2
Heathrow,2021,8,2021_8,21.9,13.4,0,42.2
Heathrow,2022,3,2022_3,13.2,4.9,1,31.4
Heathrow,2022,4,2022_4,16.1,5.7,1,16.4
Heathrow,2022,5,2022_5,20.2,10.1,0,34.2
Heathrow,2022,6,2022_6,23.2,11.9,0,24
Heathrow,2022,7,2022_7,27.2,15.5,0,7.6
Heathrow,2022,8,2022_8,27,15.9,0,54.4
Hurn,2002,3,2002_3,12.1,3.6,7,50.2
Hurn,2002,4,2002_4,15,4.7,2,38.8
Hurn,2002,5,2002_5,16.3,8.1,0,84.2
